,id,date,store_nbr,item_nbr,unit_sales,onpromotion,class,outlier_flag,holiday_flag,expanding_mean,lag_7,lag_30,rolling_std_7,lag_1,lag_2,lag_12,rolling_mean_7,dcoilwtico
343,17587479,2014-01-21,26,106716,4.0,0.0,1032,0,0,3.7023037928761977,3.0,6.0,2.299068134204441,3.0,2.0,2.0,3.4285714285714284,94.51
344,17588438,2014-01-21,27,106716,1.0,0.0,1032,0,0,3.687036539809101,2.0,1.0,2.4299715851758243,4.0,3.0,2.0,3.2857142857142856,94.51
346,17589805,2014-01-21,28,106716,4.0,0.0,1032,0,0,3.6887947614955663,4.0,8.0,2.4299715851758243,1.0,4.0,1.0,3.2857142857142856,94.51
348,17591143,2014-01-21,30,106716,4.0,0.0,1032,0,0,3.690533338246988,1.0,3.0,2.214669705568284,4.0,1.0,3.0,3.7142857142857135,94.51
350,17593404,2014-01-21,32,106716,3.0,0.0,1032,0,0,3.686697041923393,8.0,1.0,1.1547005383792537,4.0,4.0,8.0,3.0,94.51
352,17595251,2014-01-21,34,106716,5.0,0.0,1032,0,0,3.6939528593713296,2.0,2.0,1.2724180205607056,3.0,4.0,3.0,3.4285714285714284,94.51
354,17596579,2014-01-21,35,106716,4.0,0.0,1032,0,0,3.695634437067093,3.0,1.0,1.272418020560706,5.0,3.0,7.0,3.571428571428572,94.51
356,17597361,2014-01-21,36,106716,4.0,0.0,1032,0,0,3.69729763686454,4.0,3.0,1.272418020560706,4.0,5.0,2.0,3.571428571428572,94.51
358,17618947,2014-01-21,51,106716,1.0,0.0,1032,0,0,3.682638410577233,1.0,3.0,1.272418020560706,4.0,4.0,2.0,3.571428571428572,94.51
360,17647777,2014-01-22,24,106716,5.0,0.0,1032,0,0,3.689759284033572,4.0,10.0,1.3801311186847105,1.0,4.0,4.0,3.7142857142857135,96.35
362,17650600,2014-01-22,26,106716,3.0,0.0,1032,0,0,3.6860509007860793,4.0,3.0,1.3972762620115458,5.0,1.0,6.0,3.571428571428572,96.35
364,17651611,2014-01-22,27,106716,4.0,0.0,1032,0,0,3.687729772974389,3.0,8.0,1.3801311186847105,3.0,5.0,1.0,3.7142857142857135,96.35
368,17656279,2014-01-22,32,106716,8.0,0.0,1032,0,0,3.710667380564951,5.0,1.0,2.1157009420498167,4.0,3.0,2.0,4.142857142857143,96.35
370,17658002,2014-01-22,34,106716,5.0,0.0,1032,0,0,3.717489246276248,4.0,4.0,2.1380899352993965,8.0,4.0,1.0,4.285714285714286,96.35
372,17659265,2014-01-22,35,106716,1.0,0.0,1032,0,0,3.703186671295846,4.0,2.0,2.4784787961282118,5.0,8.0,6.0,3.857142857142857,96.35
374,17659916,2014-01-22,36,106716,4.0,0.0,1032,0,0,3.704740667781208,1.0,2.0,2.1380899352993965,1.0,5.0,3.0,4.285714285714286,96.35
376,17681323,2014-01-22,51,106716,2.0,0.0,1032,0,0,3.6958618101365146,5.0,8.0,2.2677868380553647,4.0,1.0,4.0,3.857142857142857,96.35
377,17709761,2014-01-23,24,106716,5.0,0.0,1032,0,0,3.702619002830108,3.0,4.0,2.2677868380553647,2.0,4.0,4.0,4.142857142857143,97.23
379,17712426,2014-01-23,26,106716,3.0,0.0,1032,0,0,3.698997255392839,4.0,3.0,2.3094010767585043,5.0,2.0,2.0,4.0,97.23
381,17713365,2014-01-23,27,106716,5.0,0.0,1032,0,0,3.7056690643395434,8.0,8.0,1.618347187425376,3.0,5.0,2.0,3.571428571428572,97.23
383,17714686,2014-01-23,28,106716,4.0,0.0,1032,0,0,3.70717075278679,5.0,2.0,1.5118578920369108,5.0,3.0,2.0,3.4285714285714284,97.23
385,17715944,2014-01-23,30,106716,2.0,0.0,1032,0,0,3.698504911402085,1.0,5.0,1.272418020560706,4.0,5.0,1.0,3.571428571428572,97.23
387,17718074,2014-01-23,32,106716,1.0,0.0,1032,0,0,3.684876098718236,4.0,5.0,1.573591584938888,2.0,4.0,4.0,3.142857142857143,97.23
389,17719772,2014-01-23,34,106716,5.0,0.0,1032,0,0,3.691484761538748,2.0,3.0,1.618347187425376,1.0,2.0,6.0,3.571428571428572,97.23
391,17721076,2014-01-23,35,106716,5.0,0.0,1032,0,0,3.698027337731054,5.0,2.0,1.618347187425376,5.0,1.0,2.0,3.571428571428572,97.23
393,17721855,2014-01-23,36,106716,8.0,0.0,1032,0,0,3.719430186797069,3.0,4.0,2.288688541085319,5.0,5.0,3.0,4.285714285714286,97.23
395,17742993,2014-01-23,51,106716,2.0,0.0,1032,0,0,3.710918156169361,5.0,1.0,2.4102953780654803,8.0,5.0,3.0,3.857142857142857,97.23
397,17771742,2014-01-24,24,106716,6.0,0.0,1032,0,0,3.722194421409905,4.0,8.0,2.544836041121408,2.0,8.0,1.0,4.142857142857143,96.66
399,17774714,2014-01-24,26,106716,3.0,0.0,1032,0,0,3.718654252677504,2.0,2.0,2.429971585175825,6.0,2.0,2.0,4.285714285714286,96.66
401,17775712,2014-01-24,27,106716,2.0,0.0,1032,0,0,3.71027057339615,1.0,3.0,2.2253945610567487,3.0,6.0,4.0,4.428571428571429,96.66
404,17778255,2014-01-24,30,106716,3.0,0.0,1032,0,0,3.7068226579913146,5.0,4.0,2.2677868380553647,2.0,3.0,4.0,4.142857142857143,96.66
406,17780352,2014-01-24,32,106716,2.0,0.0,1032,0,0,3.6985771379044,5.0,1.0,2.36038737740833,3.0,2.0,3.0,3.7142857142857135,96.66
408,17782066,2014-01-24,34,106716,6.0,0.0,1032,0,0,3.709641670895244,8.0,4.0,1.812653934349932,2.0,3.0,8.0,3.4285714285714284,96.66
410,17783376,2014-01-24,35,106716,5.0,0.0,1032,0,0,3.715815634192396,2.0,4.0,1.7728105208558378,6.0,2.0,7.0,3.857142857142857,96.66
412,17784157,2014-01-24,36,106716,5.0,0.0,1032,0,0,3.7219307978390983,6.0,3.0,1.6035674514745475,5.0,6.0,7.0,3.7142857142857135,96.66
414,17806032,2014-01-24,51,106716,1.0,0.0,1032,0,0,3.709030651877776,3.0,5.0,1.9023794624226844,5.0,5.0,3.0,3.4285714285714284,96.66
416,17836836,2014-01-25,24,106716,5.0,0.0,1032,0,0,3.715120129934956,2.0,4.0,1.8644544714716105,1.0,5.0,3.0,3.857142857142857,96.66
418,17839898,2014-01-25,26,106716,3.0,0.0,1032,0,0,3.7117627584329145,3.0,4.0,1.8644544714716105,5.0,1.0,8.0,3.857142857142857,96.66
420,17841155,2014-01-25,27,106716,5.0,0.0,1032,0,0,3.717782558627153,2.0,1.0,1.7043362064926957,3.0,5.0,3.0,4.285714285714286,96.66
422,17842684,2014-01-25,28,106716,1.0,0.0,1032,0,0,3.7051417095172594,6.0,5.0,1.9023794624226849,5.0,3.0,3.0,3.571428571428572,96.66
424,17844080,2014-01-25,30,106716,2.0,0.0,1032,0,0,3.697247534936161,5.0,3.0,1.8644544714716091,1.0,5.0,9.0,3.142857142857143,96.66
426,17846412,2014-01-25,32,106716,2.0,0.0,1032,0,0,3.689426117724474,5.0,4.0,1.7043362064926932,2.0,1.0,2.0,2.7142857142857144,96.66
428,17848347,2014-01-25,34,106716,8.0,0.0,1032,0,0,3.7091993924138102,1.0,8.0,2.4299715851758243,2.0,2.0,6.0,3.7142857142857135,96.66
430,17849718,2014-01-25,35,106716,5.0,0.0,1032,0,0,3.715093459115118,5.0,5.0,2.4299715851758243,8.0,2.0,3.0,3.7142857142857135,96.66
432,17850597,2014-01-25,36,106716,5.0,0.0,1032,0,0,3.7209339433918673,3.0,1.0,2.44948974278318,5.0,8.0,8.0,4.0,96.66
434,17874025,2014-01-25,51,106716,1.0,0.0,1032,0,0,3.708622025095977,5.0,4.0,2.6367367999823106,5.0,5.0,4.0,3.4285714285714284,96.66
436,17904635,2014-01-26,24,106716,5.0,0.0,1032,0,0,3.7144390430009495,1.0,2.0,2.44948974278318,1.0,5.0,3.0,4.0,96.66
438,17907396,2014-01-26,26,106716,2.0,0.0,1032,0,0,3.706750975543546,2.0,5.0,2.44948974278318,5.0,1.0,3.0,4.0,96.66
440,17908610,2014-01-26,27,106716,3.0,0.0,1032,0,0,3.703595837259869,2.0,3.0,2.3401261667248807,2.0,5.0,1.0,4.142857142857143,96.66
443,17911644,2014-01-26,30,106716,1.0,0.0,1032,0,0,3.6915798557609367,8.0,5.0,1.8644544714716091,3.0,2.0,4.0,3.142857142857143,96.66
446,17915890,2014-01-26,34,106716,6.0,0.0,1032,0,0,3.7017941041867735,5.0,4.0,2.058663459163552,1.0,3.0,3.0,3.2857142857142856,96.66
448,17917222,2014-01-26,35,106716,2.0,0.0,1032,0,0,3.6942972138599592,5.0,2.0,1.9518001458970664,6.0,1.0,4.0,2.857142857142857,96.66
450,17918092,2014-01-26,36,106716,5.0,0.0,1032,0,0,3.700023980465837,1.0,1.0,1.9023794624226849,2.0,6.0,1.0,3.4285714285714284,96.66
452,17941326,2014-01-26,51,106716,3.0,0.0,1032,0,0,3.696967107188693,5.0,5.0,1.7728105208558371,5.0,2.0,5.0,3.142857142857143,96.66
453,17970443,2014-01-27,24,106716,6.0,0.0,1032,0,0,3.706980293679177,2.0,5.0,1.976047040118709,3.0,5.0,1.0,3.7142857142857135,95.82
455,17973140,2014-01-27,26,106716,5.0,0.0,1032,0,0,3.712577781585328,3.0,8.0,2.0000000000000013,6.0,3.0,3.0,4.0,95.82
456,17974068,2014-01-27,27,106716,1.0,0.0,1032,0,0,3.7008856359750464,1.0,2.0,2.0000000000000013,5.0,6.0,1.0,4.0,95.82
458,17975452,2014-01-27,28,106716,1.0,0.0,1032,0,0,3.68929385212966,6.0,6.0,2.058663459163552,1.0,5.0,2.0,3.2857142857142856,95.82
460,17976703,2014-01-27,30,106716,4.0,0.0,1032,0,0,3.690621656180388,2.0,3.0,1.9880595947760111,1.0,1.0,3.0,3.571428571428572,95.82
462,17978801,2014-01-27,32,106716,1.0,0.0,1032,0,0,3.679172202324301,5.0,2.0,2.081665999466133,4.0,1.0,4.0,3.0,95.82
464,17980648,2014-01-27,34,106716,7.0,0.0,1032,0,0,3.693243506551741,3.0,3.0,2.572750982712401,1.0,4.0,6.0,3.571428571428572,95.82
466,17981948,2014-01-27,35,106716,3.0,0.0,1032,0,0,3.690318428465024,6.0,2.0,2.3401261667248794,7.0,1.0,1.0,3.142857142857143,95.82
468,17982692,2014-01-27,36,106716,2.0,0.0,1032,0,0,3.683216250194163,5.0,6.0,2.214669705568283,3.0,7.0,8.0,2.7142857142857144,95.82
470,18004445,2014-01-27,51,106716,1.0,0.0,1032,0,0,3.671989403959041,1.0,5.0,2.214669705568283,2.0,3.0,3.0,2.7142857142857144,95.82
471,18033172,2014-01-28,24,106716,2.0,0.0,1032,0,0,3.665022781442545,1.0,5.0,2.1157009420498154,1.0,2.0,1.0,2.857142857142857,97.49
473,18035802,2014-01-28,26,106716,3.0,0.0,1032,0,0,3.6622633508141527,4.0,1.0,2.0586634591635518,2.0,1.0,2.0,2.7142857142857144,97.49
474,18036789,2014-01-28,27,106716,1.0,0.0,1032,0,0,3.651262262587648,1.0,5.0,2.0586634591635518,3.0,2.0,1.0,2.7142857142857144,97.49
477,18039411,2014-01-28,30,106716,1.0,0.0,1032,0,0,3.640351718297164,7.0,3.0,0.8997354108424358,1.0,3.0,3.0,1.8571428571428568,97.49
479,18041567,2014-01-28,32,106716,3.0,0.0,1032,0,0,3.637727326009061,3.0,5.0,0.8997354108424358,1.0,1.0,3.0,1.8571428571428568,97.49
481,18043338,2014-01-28,34,106716,1.0,0.0,1032,0,0,3.62696109202535,2.0,1.0,0.95118973121134,3.0,1.0,10.0,1.7142857142857142,97.49
483,18044623,2014-01-28,35,106716,3.0,0.0,1032,0,0,3.624412469700044,1.0,2.0,0.9999999999999988,1.0,3.0,3.0,2.0,97.49
485,18045310,2014-01-28,36,106716,4.0,0.0,1032,0,0,3.625933066988708,2.0,2.0,1.253566341056017,3.0,1.0,8.0,2.2857142857142856,97.49
487,18066643,2014-01-28,51,106716,2.0,0.0,1032,0,0,3.6193768852669783,3.0,8.0,1.214985792587911,4.0,3.0,1.0,2.142857142857143,97.49
489,18094875,2014-01-29,24,106716,1.0,0.0,1032,0,0,3.6088572993823727,1.0,5.0,1.214985792587911,2.0,4.0,4.0,2.142857142857143,97.34
491,18097707,2014-01-29,26,106716,1.0,0.0,1032,0,0,3.598421870184843,1.0,5.0,1.214985792587911,1.0,2.0,2.0,2.142857142857143,97.34
493,18098658,2014-01-29,27,106716,1.0,0.0,1032,0,0,3.5880695918175727,3.0,1.0,1.2149857925879106,1.0,1.0,2.0,1.8571428571428568,97.34
495,18100083,2014-01-29,28,106716,3.0,0.0,1032,0,0,3.5857359823262334,1.0,5.0,1.214985792587911,1.0,1.0,8.0,2.142857142857143,97.34
497,18101291,2014-01-29,30,106716,3.0,0.0,1032,0,0,3.5834208203407543,3.0,2.0,1.214985792587911,3.0,1.0,4.0,2.142857142857143,97.34
499,18103375,2014-01-29,32,106716,4.0,0.0,1032,0,0,3.585060895851224,4.0,3.0,1.214985792587911,3.0,3.0,3.0,2.142857142857143,97.34
501,18105038,2014-01-29,34,106716,5.0,0.0,1032,0,0,3.5906096766518067,2.0,1.0,1.618347187425374,4.0,3.0,8.0,2.571428571428572,97.34
503,18106287,2014-01-29,35,106716,4.0,0.0,1032,0,0,3.592208857602386,1.0,6.0,1.5275252316519468,5.0,4.0,2.0,3.0,97.34
505,18106913,2014-01-29,36,106716,4.0,0.0,1032,0,0,3.5937955935650225,1.0,2.0,1.272418020560704,4.0,5.0,5.0,3.4285714285714284,97.34
507,18128369,2014-01-29,51,106716,2.0,0.0,1032,0,0,3.5876180912643827,1.0,5.0,0.975900072948534,4.0,4.0,5.0,3.571428571428572,97.34
508,18156322,2014-01-30,24,106716,3.0,0.0,1032,0,0,3.5853492955452158,3.0,3.0,0.975900072948534,2.0,4.0,3.0,3.571428571428572,98.25
510,18158954,2014-01-30,26,106716,1.0,0.0,1032,0,0,3.575405644408503,3.0,6.0,1.3801311186847087,3.0,2.0,2.0,3.2857142857142856,98.25
513,18161250,2014-01-30,28,106716,4.0,0.0,1032,0,0,3.5770324427057885,4.0,5.0,1.3801311186847087,1.0,3.0,4.0,3.2857142857142856,98.25
515,18162478,2014-01-30,30,106716,1.0,0.0,1032,0,0,3.567196441016072,5.0,1.0,1.380131118684708,4.0,1.0,1.0,2.7142857142857144,98.25
517,18164652,2014-01-30,32,106716,3.0,0.0,1032,0,0,3.5650398005559345,4.0,1.0,1.272418020560703,1.0,4.0,8.0,2.571428571428572,98.25
519,18166463,2014-01-30,34,106716,2.0,0.0,1032,0,0,3.559111619493222,4.0,4.0,1.1126972805283724,3.0,1.0,2.0,2.2857142857142856,98.25
521,18167720,2014-01-30,35,106716,1.0,0.0,1032,0,0,3.549454594514003,2.0,1.0,1.2149857925879104,2.0,3.0,3.0,2.142857142857143,98.25
523,18168409,2014-01-30,36,106716,5.0,0.0,1032,0,0,3.5549077727301155,3.0,7.0,1.6183471874253734,1.0,2.0,4.0,2.4285714285714284,98.25
525,18189815,2014-01-30,51,106716,3.0,0.0,1032,0,0,3.5528294664652087,1.0,3.0,1.496026483086191,5.0,1.0,1.0,2.7142857142857144,98.25
527,18218863,2014-01-31,24,106716,1.0,0.0,1032,0,0,3.5433039833813837,4.0,2.0,1.4960264830861902,3.0,5.0,4.0,2.2857142857142856,97.55
529,18221830,2014-01-31,26,106716,7.0,0.0,1032,0,0,3.55615415444688,1.0,1.0,2.1930626551751344,1.0,3.0,4.0,3.142857142857143,97.55
531,18222955,2014-01-31,27,106716,3.0,0.0,1032,0,0,3.554094324245225,3.0,2.0,2.1930626551751344,7.0,1.0,3.0,3.142857142857143,97.55
533,18224361,2014-01-31,28,106716,3.0,0.0,1032,0,0,3.552049695742475,2.0,3.0,2.138089935299396,3.0,7.0,5.0,3.2857142857142856,97.55
535,18225632,2014-01-31,30,106716,3.0,0.0,1032,0,0,3.5500201012728336,1.0,1.0,1.9023794624226849,3.0,3.0,4.0,3.571428571428572,97.55
537,18227781,2014-01-31,32,106716,2.0,0.0,1032,0,0,3.544342371964142,5.0,1.0,1.8644544714716091,3.0,3.0,4.0,3.142857142857143,97.55
539,18229572,2014-01-31,34,106716,13.0,0.0,1032,0,0,3.578852071336536,3.0,3.0,4.157609203101501,2.0,3.0,1.0,4.571428571428571,97.55
541,18230898,2014-01-31,35,106716,1.0,0.0,1032,0,0,3.5694744274407664,1.0,1.0,4.157609203101501,13.0,2.0,5.0,4.571428571428571,97.55
543,18231633,2014-01-31,36,106716,10.0,0.0,1032,0,0,3.592773433138445,7.0,3.0,4.582575694955842,1.0,13.0,3.0,5.0,97.55
545,18253980,2014-01-31,51,106716,3.0,0.0,1032,0,0,3.5906334568455263,3.0,4.0,4.582575694955842,10.0,1.0,4.0,5.0,97.55
547,18279466,2014-02-01,24,106716,4.0,0.0,1032,0,0,3.5921059983676646,3.0,2.0,4.525062483125564,3.0,10.0,8.0,5.142857142857143,97.55
549,18281911,2014-02-01,26,106716,9.0,0.0,1032,0,0,3.6114891309900026,3.0,1.0,4.6188021535170085,4.0,3.0,5.0,6.0,97.55
551,18282970,2014-02-01,27,106716,2.0,0.0,1032,0,0,3.605733812665039,2.0,1.0,4.6188021535170085,9.0,4.0,1.0,6.0,97.55
553,18284163,2014-02-01,28,106716,6.0,0.0,1032,0,0,3.6142543329046646,13.0,1.0,3.464101615137756,2.0,9.0,4.0,5.0,97.55
555,18285328,2014-02-01,30,106716,2.0,0.0,1032,0,0,3.6085300267596128,1.0,3.0,3.287784027201881,6.0,2.0,2.0,5.142857142857143,97.55
557,18287289,2014-02-01,32,106716,7.0,0.0,1032,0,0,3.620514019597918,10.0,3.0,2.690370836538199,2.0,6.0,5.0,4.714285714285714,97.55
559,18288992,2014-02-01,34,106716,6.0,0.0,1032,0,0,3.628892491359897,3.0,4.0,2.60950643025148,7.0,2.0,3.0,5.142857142857143,97.55
561,18290111,2014-02-01,35,106716,7.0,0.0,1032,0,0,3.6407209387586335,4.0,5.0,2.636736799982313,6.0,7.0,5.0,5.571428571428571,97.55
563,18290916,2014-02-01,36,106716,8.0,0.0,1032,0,0,3.6559631732384994,9.0,4.0,2.439750182371336,7.0,6.0,4.0,5.428571428571429,97.55
565,18309655,2014-02-01,51,106716,3.0,0.0,1032,0,0,3.6536775872690272,2.0,4.0,2.225394561056751,8.0,7.0,2.0,5.571428571428571,97.55
567,18333702,2014-02-02,24,106716,1.0,0.0,1032,0,0,3.6444634289798983,6.0,2.0,2.7945525240230897,3.0,8.0,1.0,4.857142857142857,97.55
569,18335921,2014-02-02,26,106716,3.0,0.0,1032,0,0,3.642233451716992,2.0,3.0,2.645751311064593,1.0,3.0,5.0,5.0,97.55
571,18336948,2014-02-02,27,106716,2.0,0.0,1032,0,0,3.6365705777455535,7.0,1.0,2.690370836538198,3.0,1.0,5.0,4.285714285714286,97.55
573,18338171,2014-02-02,28,106716,3.0,0.0,1032,0,0,3.6343830499869783,6.0,4.0,2.6095064302514777,2.0,3.0,8.0,3.857142857142857,97.55
575,18339372,2014-02-02,30,106716,3.0,0.0,1032,0,0,3.632210505295242,7.0,1.0,2.214669705568282,3.0,2.0,2.0,3.2857142857142856,97.55
577,18341285,2014-02-02,32,106716,3.0,0.0,1032,0,0,3.630052790260105,8.0,3.0,0.7867957924694357,3.0,3.0,6.0,2.571428571428572,97.55
579,18342909,2014-02-02,34,106716,11.0,0.0,1032,0,0,3.655120637912282,3.0,2.0,3.3022358947782493,3.0,3.0,3.0,3.7142857142857135,97.55
581,18343969,2014-02-02,35,106716,2.0,0.0,1032,0,0,3.649510059478681,1.0,1.0,3.184785258515422,11.0,3.0,2.0,3.857142857142857,97.55
583,18344666,2014-02-02,36,106716,6.0,0.0,1032,0,0,3.6574509038723337,3.0,5.0,3.2513733362117274,2.0,11.0,3.0,4.285714285714286,97.55
585,18362889,2014-02-02,51,106716,5.0,0.0,1032,0,0,3.661971271199363,2.0,3.0,3.0937725468153894,6.0,2.0,2.0,4.714285714285714,97.55
588,18388777,2014-02-03,26,106716,8.0,0.0,1032,1,0,3.6765284145846,3.0,1.0,3.2071349029490954,5.0,6.0,6.0,5.428571428571429,96.44
590,18389658,2014-02-03,27,106716,2.0,0.0,1032,1,0,3.670921296141173,3.0,7.0,3.3523268393901056,8.0,5.0,5.0,5.285714285714286,96.44
592,18390770,2014-02-03,28,106716,1.0,0.0,1032,1,0,3.662018225154036,3.0,3.0,3.651483716701109,2.0,8.0,5.0,5.0,96.44
594,18391805,2014-02-03,30,106716,1.0,0.0,1032,1,0,3.6531743107847534,11.0,3.0,2.760262237369417,1.0,2.0,1.0,3.571428571428572,96.44
597,18395113,2014-02-03,34,106716,12.0,0.0,1032,1,0,3.6808128064444063,2.0,3.0,4.082482904638632,1.0,1.0,5.0,5.0,96.44
599,18396162,2014-02-03,35,106716,3.0,0.0,1032,1,0,3.678565899492445,6.0,2.0,4.117326918327104,12.0,1.0,3.0,4.571428571428571,96.44
601,18396790,2014-02-03,36,106716,8.0,0.0,1032,1,0,3.6927811432441136,5.0,13.0,4.320493798938575,3.0,12.0,5.0,5.0,96.44
603,18414280,2014-02-03,51,106716,2.0,0.0,1032,1,0,3.687231041135117,8.0,1.0,4.220133150686578,8.0,3.0,1.0,4.142857142857143,96.44
605,18439505,2014-02-04,26,106716,6.0,0.0,1032,0,0,3.69478910962814,2.0,10.0,4.151878519188061,2.0,8.0,2.0,4.714285714285714,97.24
607,18440320,2014-02-04,27,106716,2.0,0.0,1032,0,0,3.6892686239290255,1.0,3.0,4.017817460121497,6.0,2.0,2.0,4.857142857142857,97.24
609,18441390,2014-02-04,28,106716,4.0,0.0,1032,0,0,3.690277492033152,1.0,4.0,3.683941988065038,2.0,6.0,8.0,5.285714285714286,97.24
611,18442472,2014-02-04,30,106716,3.0,0.0,1032,0,0,3.688043584291944,12.0,9.0,2.236067977499791,4.0,2.0,5.0,4.0,97.24
613,18444278,2014-02-04,32,106716,7.0,0.0,1032,0,0,3.698727314665196,3.0,2.0,2.439750182371335,3.0,4.0,5.0,4.571428571428571,97.24
615,18445795,2014-02-04,34,106716,5.0,0.0,1032,0,0,3.702911471209681,8.0,6.0,1.9518001458970684,7.0,3.0,1.0,4.142857142857143,97.24
617,18446811,2014-02-04,35,106716,1.0,0.0,1032,0,0,3.6942482934173424,2.0,2.0,2.1602468994692883,5.0,7.0,5.0,4.0,97.24
619,18447379,2014-02-04,36,106716,13.605467546210788,0.0,1032,0,0,3.7259135306467135,6.0,7.0,4.242674108649761,1.0,5.0,2.0,5.086495363744398,97.24
621,18464540,2014-02-04,51,106716,5.0,0.0,1032,0,0,3.7299711308675847,2.0,6.0,4.0248605583519215,13.605467546210788,1.0,3.0,5.515066792315827,97.24
624,18489640,2014-02-05,26,106716,1.0,0.0,1032,0,0,3.7213045558489575,4.0,7.0,4.358931473676439,5.0,13.605467546210788,1.0,5.086495363744398,97.4
626,18490458,2014-02-05,27,106716,3.0,0.0,1032,0,0,3.7190219464950047,3.0,8.0,4.358931473676439,1.0,5.0,6.0,5.086495363744398,97.4
628,18491546,2014-02-05,28,106716,1.0,0.0,1032,0,0,3.7104445901969134,7.0,3.0,4.507341950923291,3.0,1.0,2.0,4.229352506601542,97.4
630,18492497,2014-02-05,30,106716,4.0,0.0,1032,0,0,3.711355141800068,5.0,1.0,4.494675306138436,1.0,3.0,5.0,4.086495363744398,97.4
632,18494148,2014-02-05,32,106716,2.0,0.0,1032,0,0,3.705990392139253,1.0,3.0,4.395012111764082,4.0,1.0,3.0,4.229352506601542,97.4
634,18495601,2014-02-05,34,106716,6.0,0.0,1032,0,0,3.7131591721638175,13.605467546210788,2.0,1.9518001458970664,2.0,4.0,6.0,3.142857142857143,97.4
636,18496602,2014-02-05,35,106716,1.0,0.0,1032,0,0,3.70470696290474,5.0,3.0,1.9023794624226824,6.0,2.0,5.0,2.571428571428572,97.4
638,18497138,2014-02-05,36,106716,9.0,0.0,1032,0,0,3.721151972336713,1.0,3.0,2.9277002188456005,1.0,6.0,1.0,3.7142857142857135,97.4
640,18514212,2014-02-05,51,106716,1.0,0.0,1032,0,0,3.712727353227312,3.0,3.0,3.101458950082626,9.0,1.0,1.0,3.4285714285714284,97.4
642,18536998,2014-02-06,24,106716,2.0,0.0,1032,0,0,3.707441157692659,1.0,11.0,2.992052966172384,1.0,9.0,4.0,3.571428571428572,97.84
644,18539182,2014-02-06,26,106716,1.0,0.0,1032,0,0,3.699110569515143,4.0,2.0,3.1320159337914952,2.0,1.0,1.0,3.142857142857143,97.84
646,18539881,2014-02-06,27,106716,3.0,0.0,1032,0,0,3.6969660585657103,2.0,6.0,3.0937725468153885,1.0,2.0,7.0,3.2857142857142856,97.84
648,18540932,2014-02-06,28,106716,1.0,0.0,1032,0,0,3.688718455940127,6.0,5.0,2.935821455580638,3.0,1.0,3.0,2.571428571428572,97.84
650,18541946,2014-02-06,30,106716,4.0,0.0,1032,0,0,3.689667485037871,1.0,8.0,2.886751345948129,1.0,3.0,2.0,3.0,97.84
652,18543640,2014-02-06,32,106716,1.0,0.0,1032,0,0,3.681492203928333,9.0,2.0,1.2149857925879082,4.0,1.0,1.0,1.8571428571428568,97.84
654,18545006,2014-02-06,34,106716,5.0,0.0,1032,0,0,3.685487682098247,1.0,1.0,1.6183471874253732,1.0,4.0,2.0,2.4285714285714284,97.84
656,18546001,2014-02-06,35,106716,3.0,0.0,1032,0,0,3.6834167223336,2.0,1.0,1.6183471874253736,5.0,1.0,3.0,2.571428571428572,97.84
658,18546576,2014-02-06,36,106716,6.0,0.0,1032,0,0,3.690394382808498,1.0,12.0,1.8898223650461372,3.0,5.0,1.0,3.2857142857142856,97.84
660,18563256,2014-02-06,51,106716,2.0,0.0,1032,0,0,3.685318123400665,3.0,3.0,1.9518001458970675,6.0,3.0,1.0,3.142857142857143,97.84
661,18585860,2014-02-07,24,106716,3.0,0.0,1032,0,0,3.683266272731801,1.0,8.0,1.7182493859684511,2.0,6.0,3.0,3.4285714285714284,99.98
663,18588161,2014-02-07,26,106716,4.0,0.0,1032,0,0,3.684211746544542,4.0,2.0,1.7182493859684511,3.0,2.0,1.0,3.4285714285714284,99.98
664,18588938,2014-02-07,27,106716,1.0,0.0,1032,0,0,3.6762230211083975,1.0,6.0,1.7182493859684511,4.0,3.0,3.0,3.4285714285714284,99.98
666,18589962,2014-02-07,28,106716,1.0,0.0,1032,0,0,3.668281706505702,5.0,2.0,1.7728105208558371,1.0,4.0,4.0,2.857142857142857,99.98
668,18590882,2014-02-07,30,106716,2.0,0.0,1032,0,0,3.663345961811898,3.0,4.0,1.7994708216848745,1.0,1.0,2.0,2.7142857142857144,99.98
670,18592562,2014-02-07,32,106716,1.0,0.0,1032,0,0,3.655489484048441,6.0,3.0,1.1547005383792484,2.0,1.0,1.0,2.0,99.98
672,18593922,2014-02-07,34,106716,13.605467546210788,0.0,1032,0,0,3.6847541254077423,2.0,7.0,4.535891947243599,1.0,2.0,1.0,3.65792393517297,99.98
674,18594922,2014-02-07,35,106716,2.0,0.0,1032,0,0,3.679813497473995,3.0,5.0,4.575639941944455,13.605467546210788,1.0,1.0,3.515066792315827,99.98
676,18595429,2014-02-07,36,106716,8.0,0.0,1032,0,0,3.692445621750387,4.0,1.0,4.88556780469551,2.0,13.605467546210788,3.0,4.086495363744398,99.98
678,18612550,2014-02-07,51,106716,3.0,0.0,1032,0,0,3.69042682985024,1.0,13.605467546210788,4.731018682046847,8.0,2.0,3.0,4.372209649458684,99.98
679,18636654,2014-02-08,24,106716,7.0,0.0,1032,0,0,3.700047682089048,1.0,5.0,4.558615536960324,3.0,8.0,4.0,5.229352506601542,99.98
