,id,date,store_nbr,item_nbr,unit_sales,onpromotion,class,outlier_flag,holiday_flag,expanding_mean,lag_7,lag_30,rolling_std_7,lag_1,lag_2,lag_12,rolling_mean_7,dcoilwtico
361,17648867,2014-01-22,24,1158720,5.0,0.0,1040,0,0,46.15819209039548,231.0,32.0,19.535072245042706,10.0,27.0,17.0,28.571428571428573,96.35
363,17651259,2014-01-22,26,1158720,12.0,0.0,1040,0,0,45.96629213483146,37.0,4.0,20.016659728002985,5.0,10.0,12.0,25.0,96.35
365,17652548,2014-01-22,27,1158720,11.0,0.0,1040,0,0,45.7709497206704,16.0,16.0,20.475304521254014,12.0,5.0,94.0,24.285714285714285,96.35
366,17653845,2014-01-22,28,1158720,20.0,0.0,1040,0,0,45.62777777777778,55.0,16.0,15.359191446972444,11.0,12.0,456.0,19.285714285714285,96.35
367,17654853,2014-01-22,30,1158720,19.0,0.0,1040,0,0,45.48066298342541,50.0,85.0,7.470577207252002,20.0,11.0,22.0,14.857142857142858,96.35
369,17656753,2014-01-22,32,1158720,7.0,0.0,1040,0,0,45.26923076923077,27.0,19.0,5.6568542494914205,19.0,20.0,2.0,12.0,96.35
371,17658874,2014-01-22,34,1158720,116.0,0.0,1040,0,0,45.65573770491803,10.0,41.0,39.57873406864071,7.0,19.0,5.0,27.142857142857142,96.35
373,17659720,2014-01-22,35,1158720,37.0,0.0,1040,0,0,45.60869565217392,5.0,54.0,38.42618155075286,116.0,7.0,8.0,31.714285714285715,96.35
375,17660623,2014-01-22,36,1158720,160.0,0.0,1040,0,0,46.22702702702703,12.0,25.0,60.27555770909838,37.0,116.0,83.0,52.85714285714285,96.35
378,17710819,2014-01-23,24,1158720,3.0,0.0,1040,0,0,45.994623655913976,11.0,55.0,61.26911752183766,160.0,37.0,5.0,51.71428571428572,97.23
380,17713054,2014-01-23,26,1158720,3.0,0.0,1040,0,0,45.76470588235294,20.0,8.0,63.04684577284382,3.0,160.0,36.0,49.285714285714285,97.23
382,17714241,2014-01-23,27,1158720,4.0,0.0,1040,0,0,45.54255319148936,19.0,3.0,64.48624807256337,3.0,3.0,50.0,47.142857142857146,97.23
384,17715553,2014-01-23,28,1158720,14.0,0.0,1040,0,0,45.37566137566137,7.0,1.0,63.81073204257663,4.0,3.0,65.0,48.142857142857146,97.23
386,17716574,2014-01-23,30,1158720,15.0,0.0,1040,0,0,45.21578947368421,116.0,8.0,56.9611396354692,14.0,4.0,13.0,33.714285714285715,97.23
388,17718559,2014-01-23,32,1158720,15.0,0.0,1040,0,0,45.05759162303665,37.0,11.0,57.35520070245626,15.0,14.0,371.0,30.571428571428573,97.23
390,17720664,2014-01-23,34,1158720,25.0,0.0,1040,0,0,44.953125,160.0,14.0,8.30088922373699,15.0,15.0,23.0,11.285714285714286,97.23
392,17721605,2014-01-23,35,1158720,22.0,0.0,1040,0,0,44.83419689119171,3.0,19.0,8.246211251234778,25.0,15.0,19.0,14.0,97.23
394,17722578,2014-01-23,36,1158720,10.0,0.0,1040,0,0,44.654639175257735,3.0,46.0,7.023769168567856,22.0,25.0,51.0,15.0,97.23
396,17744047,2014-01-23,51,1158720,4.0,0.0,1040,0,0,44.44615384615385,4.0,46.0,7.023769168567856,10.0,22.0,44.0,15.0,97.23
398,17772836,2014-01-24,24,1158720,4.0,0.0,1040,0,0,44.23979591836735,14.0,54.0,8.182443458550262,4.0,10.0,3.0,13.571428571428571,96.66
400,17775381,2014-01-24,26,1158720,20.0,0.0,1040,0,0,44.11675126903553,15.0,3.0,8.538428538364244,4.0,4.0,18.0,14.285714285714286,96.66
402,17776611,2014-01-24,27,1158720,11.0,0.0,1040,0,0,43.94949494949495,15.0,10.0,8.616153157766306,20.0,4.0,18.0,13.714285714285714,96.66
403,17777894,2014-01-24,28,1158720,24.0,0.0,1040,0,0,43.84924623115578,25.0,6.0,8.403514004215062,11.0,20.0,7.0,13.571428571428571,96.66
405,17778862,2014-01-24,30,1158720,26.0,0.0,1040,0,0,43.76,22.0,231.0,9.172941575244453,24.0,11.0,36.0,14.142857142857142,96.66
407,17780864,2014-01-24,32,1158720,13.0,0.0,1040,0,0,43.60696517412935,10.0,37.0,9.015859043136452,26.0,24.0,16.0,14.571428571428571,96.66
409,17782968,2014-01-24,34,1158720,76.0,0.0,1040,0,0,43.76732673267327,4.0,16.0,23.835747463481155,13.0,26.0,63.0,24.857142857142858,96.66
411,17783912,2014-01-24,35,1158720,51.0,0.0,1040,0,0,43.80295566502463,4.0,55.0,23.599838578947363,76.0,13.0,5.0,31.571428571428573,96.66
413,17784949,2014-01-24,36,1158720,12.0,0.0,1040,0,0,43.64705882352941,20.0,50.0,24.43260896736925,51.0,76.0,34.0,30.428571428571427,96.66
415,17807124,2014-01-24,51,1158720,3.0,0.0,1040,0,0,43.44878048780488,11.0,27.0,25.64965422583223,12.0,51.0,25.0,29.285714285714285,96.66
417,17837939,2014-01-25,24,1158720,8.0,0.0,1040,0,0,43.27669902912621,24.0,10.0,26.88246020487444,3.0,12.0,11.0,27.0,96.66
419,17840744,2014-01-25,26,1158720,4.0,0.0,1040,0,0,43.08695652173913,26.0,5.0,28.269114898469116,8.0,3.0,25.0,23.857142857142858,96.66
421,17842157,2014-01-25,27,1158720,8.0,0.0,1040,0,0,42.91826923076923,13.0,12.0,28.64977353853805,4.0,8.0,51.0,23.142857142857142,96.66
423,17843648,2014-01-25,28,1158720,35.0,0.0,1040,0,0,42.880382775119614,76.0,11.0,18.40031055638517,8.0,4.0,47.0,17.285714285714285,96.66
425,17844770,2014-01-25,30,1158720,14.0,0.0,1040,0,0,42.74285714285714,51.0,20.0,10.87811258138672,35.0,8.0,12.0,12.0,96.66
427,17846977,2014-01-25,32,1158720,16.0,0.0,1040,0,0,42.61611374407583,12.0,19.0,10.982670331892802,14.0,35.0,1.0,12.571428571428571,96.66
429,17849283,2014-01-25,34,1158720,64.0,0.0,1040,0,0,42.71698113207548,3.0,7.0,21.390919301690136,16.0,14.0,315.0,21.285714285714285,96.66
431,17850332,2014-01-25,35,1158720,54.0,0.0,1040,0,0,42.76995305164319,8.0,116.0,23.58268129672384,64.0,16.0,12.0,27.857142857142858,96.66
433,17851485,2014-01-25,36,1158720,42.0,0.0,1040,0,0,42.76635514018692,4.0,37.0,21.453160495322983,54.0,64.0,7.0,33.285714285714285,96.66
435,17875187,2014-01-25,51,1158720,14.0,0.0,1040,0,0,42.632558139534886,8.0,160.0,20.366873196676885,42.0,54.0,82.0,34.142857142857146,96.66
437,17905707,2014-01-26,24,1158720,7.0,0.0,1040,0,0,42.4675925925926,35.0,3.0,22.777390627758816,14.0,42.0,54.0,30.142857142857142,96.66
439,17908211,2014-01-26,26,1158720,32.0,0.0,1040,0,0,42.41935483870968,14.0,3.0,21.638809931188145,7.0,14.0,8.0,32.714285714285715,96.66
441,17909632,2014-01-26,27,1158720,29.0,0.0,1040,0,0,42.357798165137616,16.0,4.0,20.49273971318556,32.0,7.0,2.0,34.57142857142857,96.66
442,17911192,2014-01-26,28,1158720,19.0,0.0,1040,0,0,42.25114155251141,64.0,14.0,16.36488691710136,29.0,32.0,5.0,28.142857142857142,96.66
444,17912330,2014-01-26,30,1158720,24.0,0.0,1040,0,0,42.16818181818182,54.0,15.0,11.739230119965924,19.0,29.0,2.0,23.857142857142858,96.66
445,17914545,2014-01-26,32,1158720,22.0,0.0,1040,0,0,42.07692307692308,42.0,15.0,8.60232526704212,24.0,19.0,2.0,21.0,96.66
447,17916803,2014-01-26,34,1158720,107.0,0.0,1040,0,0,42.369369369369366,14.0,25.0,33.0540682605246,22.0,24.0,10.0,34.285714285714285,96.66
449,17917816,2014-01-26,35,1158720,46.0,0.0,1040,0,0,42.38565022421525,7.0,22.0,30.90538556858414,107.0,22.0,9.0,39.85714285714285,96.66
451,17918961,2014-01-26,36,1158720,99.0,0.0,1040,0,0,42.63839285714285,32.0,10.0,37.69552202785329,46.0,107.0,21.0,49.42857142857143,96.66
454,17971507,2014-01-27,24,1158720,4.0,0.0,1040,0,0,42.46666666666667,29.0,4.0,40.99361158127181,99.0,46.0,48.0,45.85714285714285,95.82
457,17974993,2014-01-27,27,1158720,6.0,0.0,1040,0,0,42.30530973451327,19.0,4.0,42.67317658670364,4.0,99.0,80.0,44.0,95.82
459,17976303,2014-01-27,28,1158720,29.0,0.0,1040,0,0,42.24669603524229,24.0,20.0,42.32302086616794,6.0,4.0,36.0,44.71428571428572,95.82
461,17977315,2014-01-27,30,1158720,7.0,0.0,1040,0,0,42.0921052631579,22.0,11.0,44.01082118016401,29.0,6.0,6.0,42.57142857142857,95.82
463,17979317,2014-01-27,32,1158720,5.0,0.0,1040,0,0,41.930131004366814,107.0,24.0,35.109352979892094,7.0,29.0,6.0,28.0,95.82
465,17981535,2014-01-27,34,1158720,76.0,0.0,1040,0,0,42.07826086956522,46.0,26.0,39.258605365423854,5.0,7.0,6.0,32.285714285714285,95.82
467,17982450,2014-01-27,35,1158720,75.0,0.0,1040,0,0,42.22077922077922,99.0,13.0,33.01226323367599,76.0,5.0,27.0,28.857142857142858,95.82
469,17983534,2014-01-27,36,1158720,47.0,0.0,1040,0,0,42.241379310344826,4.0,76.0,31.58586181611416,75.0,76.0,28.0,35.0,95.82
472,18034213,2014-01-28,24,1158720,11.0,0.0,1040,0,0,42.107296137339056,6.0,51.0,30.869155510067863,47.0,75.0,111.0,35.714285714285715,97.49
475,18037678,2014-01-28,27,1158720,11.0,0.0,1040,0,0,41.97435897435897,29.0,12.0,32.24090864842649,11.0,47.0,11.0,33.142857142857146,97.49
476,18039014,2014-01-28,28,1158720,11.0,0.0,1040,0,0,41.84255319148936,7.0,3.0,31.73176266621117,11.0,11.0,174.0,33.714285714285715,97.49
478,18040037,2014-01-28,30,1158720,6.0,0.0,1040,0,0,41.690677966101696,5.0,8.0,31.582846459370664,11.0,11.0,37.0,33.857142857142854,97.49
480,18042072,2014-01-28,32,1158720,11.0,0.0,1040,0,0,41.56118143459916,76.0,4.0,26.22884635191514,6.0,11.0,32.0,24.571428571428573,97.49
482,18044213,2014-01-28,34,1158720,126.0,0.0,1040,0,0,41.91596638655462,75.0,8.0,43.78138330169018,11.0,6.0,4.0,31.857142857142858,97.49
484,18045089,2014-01-28,35,1158720,15.0,0.0,1040,0,0,41.80334728033473,47.0,35.0,43.607011231812486,126.0,11.0,16.0,27.285714285714285,97.49
486,18046147,2014-01-28,36,1158720,61.0,0.0,1040,0,0,41.88333333333333,11.0,14.0,44.57898287630289,15.0,126.0,16.0,34.42857142857143,97.49
488,18067645,2014-01-28,51,1158720,1.0,0.0,1040,0,0,41.71369294605809,11.0,16.0,45.60336244912932,61.0,15.0,85.0,33.0,97.49
490,18095956,2014-01-29,24,1158720,8.0,0.0,1040,0,0,41.574380165289256,11.0,64.0,45.85795875256957,1.0,61.0,19.0,32.57142857142857,97.34
492,18098323,2014-01-29,26,1158720,3.0,0.0,1040,0,0,41.41563786008231,6.0,54.0,46.16069241042118,8.0,1.0,41.0,32.142857142857146,97.34
494,18099592,2014-01-29,27,1158720,11.0,0.0,1040,0,0,41.290983606557376,11.0,42.0,46.16069241042118,3.0,8.0,54.0,32.142857142857146,97.34
496,18100909,2014-01-29,28,1158720,22.0,0.0,1040,0,0,41.21224489795918,126.0,14.0,20.548432914411904,11.0,3.0,25.0,17.285714285714285,97.34
498,18101909,2014-01-29,30,1158720,20.0,0.0,1040,0,0,41.1260162601626,15.0,7.0,20.54263858417392,22.0,11.0,55.0,18.0,97.34
500,18103836,2014-01-29,32,1158720,106.0,0.0,1040,0,0,41.388663967611336,61.0,32.0,36.82778454218643,20.0,22.0,8.0,24.428571428571427,97.34
502,18105898,2014-01-29,34,1158720,73.0,0.0,1040,0,0,41.516129032258064,1.0,29.0,39.1736062747792,106.0,20.0,3.0,34.714285714285715,97.34
504,18106724,2014-01-29,35,1158720,13.0,0.0,1040,0,0,41.40160642570281,8.0,19.0,38.64736792614782,73.0,106.0,1.0,35.42857142857143,97.34
506,18107715,2014-01-29,36,1158720,11.0,0.0,1040,0,0,41.28,3.0,24.0,37.63357163870719,13.0,73.0,8.0,36.57142857142857,97.34
509,18157337,2014-01-30,24,1158720,23.0,0.0,1040,0,0,41.20717131474104,11.0,22.0,36.53178655050175,11.0,13.0,11.0,38.285714285714285,98.25
511,18159581,2014-01-30,26,1158720,2.0,0.0,1040,0,0,41.0515873015873,22.0,107.0,38.7335218420131,23.0,11.0,14.0,35.42857142857143,98.25
512,18160790,2014-01-30,27,1158720,3.0,0.0,1040,0,0,40.901185770750985,20.0,46.0,40.36087214122103,2.0,23.0,19.0,33.0,98.25
514,18162092,2014-01-30,28,1158720,827.0,0.0,1040,0,0,43.99606299212599,106.0,99.0,305.6735731680665,3.0,2.0,46.0,136.0,98.25
516,18163147,2014-01-30,30,1158720,14.0,0.0,1040,0,0,43.87843137254902,73.0,4.0,308.50059813170384,827.0,3.0,46.0,127.57142857142856,98.25
518,18165180,2014-01-30,32,1158720,13.0,0.0,1040,0,0,43.7578125,13.0,6.0,308.50059813170384,14.0,827.0,54.0,127.57142857142856,98.25
520,18167321,2014-01-30,34,1158720,80.0,0.0,1040,0,0,43.8988326848249,11.0,29.0,305.2402644600136,13.0,14.0,3.0,137.42857142857142,98.25
522,18168185,2014-01-30,35,1158720,14.0,0.0,1040,0,0,43.78294573643411,23.0,7.0,305.82098716483824,80.0,13.0,10.0,136.14285714285714,98.25
524,18169231,2014-01-30,36,1158720,34.0,0.0,1040,0,0,43.745173745173744,2.0,5.0,303.7135241669438,14.0,80.0,6.0,140.71428571428572,98.25
526,18190862,2014-01-30,51,1158720,7.0,0.0,1040,0,0,43.60384615384616,3.0,76.0,303.4148503758038,34.0,14.0,231.0,141.28571428571428,98.25
528,18219961,2014-01-31,24,1158720,3.0,0.0,1040,0,0,43.44827586206897,827.0,75.0,26.72612419124208,7.0,34.0,37.0,23.571428571428573,97.55
530,18222578,2014-01-31,26,1158720,10.0,0.0,1040,0,0,43.3206106870229,14.0,47.0,27.006172134038437,3.0,7.0,16.0,23.0,97.55
532,18223878,2014-01-31,27,1158720,6.0,0.0,1040,0,0,43.1787072243346,13.0,11.0,27.56205120571848,10.0,3.0,55.0,22.0,97.55
534,18225238,2014-01-31,28,1158720,21.0,0.0,1040,0,0,43.09469696969697,80.0,11.0,10.783585409579487,6.0,10.0,50.0,13.571428571428571,97.55
536,18226240,2014-01-31,30,1158720,20.0,0.0,1040,0,0,43.00754716981132,14.0,11.0,11.058287131635511,21.0,6.0,27.0,14.428571428571429,97.55
538,18228317,2014-01-31,32,1158720,16.0,0.0,1040,0,0,42.90601503759399,34.0,6.0,7.151423434732317,20.0,21.0,10.0,11.857142857142858,97.55
540,18230477,2014-01-31,34,1158720,54.0,0.0,1040,0,0,42.94756554307117,7.0,11.0,17.047552540439014,16.0,20.0,5.0,18.571428571428573,97.55
542,18231401,2014-01-31,35,1158720,31.0,0.0,1040,0,0,42.90298507462686,3.0,126.0,16.040128250288248,54.0,16.0,12.0,22.571428571428573,97.55
544,18232505,2014-01-31,36,1158720,29.0,0.0,1040,0,0,42.85130111524163,10.0,15.0,15.1406107947492,31.0,54.0,11.0,25.285714285714285,97.55
546,18255100,2014-01-31,51,1158720,2.0,0.0,1040,0,0,42.7,6.0,61.0,16.038643809190226,29.0,31.0,20.0,24.714285714285715,97.55
548,18280593,2014-02-01,24,1158720,9.0,0.0,1040,0,0,42.57564575645756,21.0,1.0,17.10750322714123,2.0,29.0,19.0,23.0,97.55
550,18282819,2014-02-01,26,1158720,19.0,0.0,1040,0,0,42.4889705882353,20.0,8.0,17.140872901037003,9.0,2.0,7.0,22.857142857142858,97.55
552,18284005,2014-02-01,27,1158720,12.0,0.0,1040,0,0,42.37728937728938,16.0,3.0,17.4710645135915,19.0,9.0,116.0,22.285714285714285,97.55
554,18285184,2014-02-01,28,1158720,55.0,0.0,1040,0,0,42.42335766423358,54.0,11.0,17.77504939380934,12.0,19.0,37.0,22.428571428571427,97.55
556,18286064,2014-02-01,30,1158720,18.0,0.0,1040,0,0,42.334545454545456,31.0,22.0,17.405527310379366,55.0,12.0,160.0,20.571428571428573,97.55
558,18287943,2014-02-01,32,1158720,28.0,0.0,1040,0,0,42.28260869565217,29.0,20.0,17.328753973834797,18.0,55.0,3.0,20.428571428571427,97.55
560,18289970,2014-02-01,34,1158720,148.0,0.0,1040,0,0,42.66425992779784,2.0,106.0,49.48304182820018,28.0,18.0,3.0,41.285714285714285,97.55
562,18290820,2014-02-01,35,1158720,56.0,0.0,1040,0,0,42.71223021582734,9.0,73.0,47.521924764610624,148.0,28.0,4.0,48.0,97.55
564,18291879,2014-02-01,36,1158720,22.0,0.0,1040,0,0,42.63799283154122,19.0,13.0,47.22942988877833,56.0,148.0,14.0,48.42857142857143,97.55
566,18310814,2014-02-01,51,1158720,2.0,0.0,1040,0,0,42.49285714285714,12.0,11.0,48.644972333565086,22.0,56.0,15.0,47.0,97.55
568,18334771,2014-02-02,24,1158720,6.0,0.0,1040,0,0,42.362989323843415,55.0,23.0,50.78057371344525,2.0,22.0,15.0,40.0,97.55
570,18336801,2014-02-02,26,1158720,13.0,0.0,1040,0,0,42.25886524822696,18.0,2.0,51.17523582656695,6.0,2.0,25.0,39.285714285714285,97.55
572,18337998,2014-02-02,27,1158720,8.0,0.0,1040,0,0,42.13780918727915,28.0,3.0,52.4526997807138,13.0,6.0,22.0,36.42857142857143,97.55
574,18339231,2014-02-02,28,1158720,82.0,0.0,1040,0,0,42.2781690140845,148.0,827.0,30.31501278244791,8.0,13.0,10.0,27.0,97.55
576,18340076,2014-02-02,30,1158720,28.0,0.0,1040,0,0,42.2280701754386,56.0,14.0,27.57414247684438,82.0,8.0,4.0,23.0,97.55
578,18341891,2014-02-02,32,1158720,18.0,0.0,1040,0,0,42.14335664335665,22.0,13.0,27.63968851040766,28.0,82.0,4.0,22.428571428571427,97.55
580,18343832,2014-02-02,34,1158720,39.0,0.0,1040,0,0,42.13240418118467,2.0,80.0,26.600214821903386,18.0,28.0,20.0,27.714285714285715,97.55
582,18344579,2014-02-02,35,1158720,69.0,0.0,1040,0,0,42.22569444444444,6.0,14.0,28.610687313858925,39.0,18.0,11.0,36.71428571428572,97.55
584,18345613,2014-02-02,36,1158720,80.0,0.0,1040,0,0,42.35640138408304,13.0,34.0,30.49980483934404,69.0,39.0,24.0,46.285714285714285,97.55
586,18364036,2014-02-02,51,1158720,11.0,0.0,1040,0,0,42.248275862068965,8.0,7.0,29.88708910613535,80.0,69.0,26.0,46.71428571428572,97.55
587,18387675,2014-02-03,24,1158720,7.0,0.0,1040,1,0,42.12714776632303,82.0,3.0,28.542366171476505,11.0,80.0,13.0,36.0,96.44
589,18389532,2014-02-03,26,1158720,2.0,0.0,1040,1,0,41.98972602739726,28.0,10.0,31.31407716301741,7.0,11.0,76.0,32.285714285714285,96.44
591,18390615,2014-02-03,27,1158720,17.0,0.0,1040,1,0,41.90443686006826,18.0,6.0,31.392295081375785,2.0,7.0,51.0,32.142857142857146,96.44
593,18391682,2014-02-03,28,1158720,276.04340368747046,0.0,1040,1,0,42.70082790369888,39.0,21.0,97.746467253717,17.0,2.0,12.0,66.0062005267815,96.44
595,18392455,2014-02-03,30,1158720,72.0,0.0,1040,1,0,42.800147131143966,69.0,20.0,97.7683556900744,276.04340368747046,17.0,3.0,66.43477195535293,96.44
596,18394161,2014-02-03,32,1158720,10.0,0.0,1040,1,0,42.68933582326848,80.0,16.0,99.71022709146976,72.0,276.04340368747046,8.0,56.43477195535292,96.44
598,18396029,2014-02-03,34,1158720,191.0,0.0,1040,1,0,43.18869832891404,11.0,54.0,108.83296604376233,10.0,72.0,4.0,82.14905766963864,96.44
600,18396716,2014-02-03,35,1158720,52.0,0.0,1040,1,0,43.21826645532708,7.0,31.0,104.91265103467671,191.0,10.0,8.0,88.57762909821007,96.44
602,18397677,2014-02-03,36,1158720,59.0,0.0,1040,1,0,43.27104817286779,2.0,29.0,99.12533607206947,52.0,191.0,35.0,96.7204862410672,96.44
604,18438414,2014-02-04,24,1158720,14.0,0.0,1040,0,0,43.17347801229157,17.0,2.0,99.5331022922902,59.0,52.0,14.0,96.29191481249578,97.24
606,18440215,2014-02-04,26,1158720,15.0,0.0,1040,0,0,43.07987841756635,276.04340368747046,9.0,63.25082344655004,14.0,59.0,16.0,59.0,97.24
608,18441244,2014-02-04,27,1158720,7.0,0.0,1040,0,0,42.96040862148169,72.0,19.0,65.74626551045623,15.0,14.0,64.0,49.71428571428572,97.24
610,18442339,2014-02-04,28,1158720,77.0,0.0,1040,0,0,43.072750507219375,10.0,12.0,63.8506441776803,7.0,15.0,54.0,59.285714285714285,97.24
612,18443154,2014-02-04,30,1158720,7.0,0.0,1040,0,0,42.95409014370878,191.0,55.0,28.896366553599425,77.0,7.0,42.0,33.0,97.24
614,18444851,2014-02-04,32,1158720,17.0,0.0,1040,0,0,42.86899476618843,52.0,18.0,28.07727432165225,7.0,77.0,14.0,28.0,97.24
616,18446688,2014-02-04,34,1158720,90.0,0.0,1040,0,0,43.02301765910938,59.0,28.0,35.29805066788194,17.0,7.0,7.0,32.42857142857143,97.24
618,18447311,2014-02-04,35,1158720,50.0,0.0,1040,0,0,43.04574398595267,14.0,148.0,34.78436977943341,90.0,17.0,32.0,37.57142857142857,97.24
620,18448272,2014-02-04,36,1158720,42.0,0.0,1040,0,0,43.04234871327101,15.0,56.0,33.33095229591198,50.0,90.0,29.0,41.42857142857143,97.24
622,18465576,2014-02-04,51,1158720,1.0,0.0,1040,0,0,42.90628933232191,7.0,22.0,34.42313729096115,42.0,50.0,19.0,40.57142857142857,97.24
623,18488496,2014-02-05,24,1158720,13.0,0.0,1040,0,0,42.809817431249904,77.0,2.0,31.511146931718628,1.0,42.0,24.0,31.428571428571427,97.4
625,18490343,2014-02-05,26,1158720,3.0,0.0,1040,0,0,42.68181158741952,7.0,6.0,32.059468551576195,13.0,1.0,22.0,30.857142857142858,97.4
627,18491395,2014-02-05,27,1158720,11.0,0.0,1040,0,0,42.58026731951112,17.0,13.0,32.56787783486431,3.0,13.0,107.0,30.0,97.4
629,18492381,2014-02-05,28,1158720,91.0,0.0,1040,0,0,42.73496295107818,90.0,8.0,32.87566765572227,11.0,3.0,46.0,30.142857142857142,97.4
631,18493121,2014-02-05,30,1158720,9.0,0.0,1040,0,0,42.62752676333589,50.0,82.0,32.39708981639259,91.0,11.0,99.0,24.285714285714285,97.4
633,18494684,2014-02-05,32,1158720,21.0,0.0,1040,0,0,42.55886794821419,42.0,28.0,31.44155575939919,9.0,91.0,4.0,21.285714285714285,97.4
635,18496478,2014-02-05,34,1158720,64.0,0.0,1040,0,0,42.62671963192238,1.0,18.0,33.60909740786575,21.0,9.0,6.0,30.285714285714285,97.4
637,18497080,2014-02-05,35,1158720,25.0,0.0,1040,0,0,42.57111483813082,13.0,39.0,32.87856444554688,64.0,21.0,29.0,32.0,97.4
639,18497945,2014-02-05,36,1158720,62.0,0.0,1040,0,0,42.63221196128136,3.0,69.0,31.74826579440773,25.0,64.0,7.0,40.42857142857143,97.4
641,18515351,2014-02-05,51,1158720,2.0,0.0,1040,0,0,42.504838256073576,11.0,80.0,33.28377267993373,62.0,25.0,5.0,39.142857142857146,97.4
643,18538049,2014-02-06,24,1158720,8.0,0.0,1040,0,0,42.39701063652335,91.0,11.0,25.636655305208496,2.0,62.0,76.0,27.285714285714285,97.84
645,18539791,2014-02-06,26,1158720,1.0,0.0,1040,0,0,42.26804798656533,9.0,7.0,26.742155057938707,8.0,2.0,75.0,26.142857142857142,97.84
647,18540784,2014-02-06,27,1158720,6.0,0.0,1040,0,0,42.15541429716605,21.0,2.0,27.802877548915323,1.0,8.0,47.0,24.0,97.84
649,18541821,2014-02-06,28,1158720,29.0,0.0,1040,0,0,42.11468546033272,64.0,17.0,21.93931022920532,6.0,1.0,11.0,19.0,97.84
651,18542590,2014-02-06,30,1158720,14.0,0.0,1040,0,0,42.027911739776144,25.0,276.04340368747046,21.831606620196958,29.0,6.0,11.0,17.428571428571427,97.84
653,18544140,2014-02-06,32,1158720,30.0,0.0,1040,0,0,41.99090278057683,62.0,72.0,12.143977539347254,14.0,29.0,11.0,12.857142857142858,97.84
655,18545870,2014-02-06,34,1158720,95.0,0.0,1040,0,0,42.15350737327445,2.0,10.0,32.34928423437171,30.0,14.0,6.0,26.142857142857142,97.84
657,18546514,2014-02-06,35,1158720,103.0,0.0,1040,0,0,42.33958227427361,8.0,191.0,41.96710730129102,95.0,30.0,11.0,39.71428571428572,97.84
659,18547422,2014-02-06,36,1158720,50.0,0.0,1040,0,0,42.36293720636424,1.0,52.0,38.365411009198645,103.0,95.0,126.0,46.71428571428572,97.84
662,18586925,2014-02-07,24,1158720,7.0,0.0,1040,0,0,42.255451075037904,6.0,59.0,38.190001184553125,50.0,103.0,15.0,46.85714285714285,99.98
665,18589823,2014-02-07,27,1158720,6.0,0.0,1040,0,0,42.145586071780215,29.0,14.0,40.8772844126461,7.0,50.0,61.0,43.57142857142857,99.98
667,18590774,2014-02-07,28,1158720,17.0,0.0,1040,0,0,42.06961753379901,14.0,15.0,40.5298244095215,6.0,7.0,1.0,44.0,99.98
669,18591501,2014-02-07,30,1158720,10.0,0.0,1040,0,0,41.973022300263466,30.0,7.0,42.34551755667695,17.0,6.0,8.0,41.142857142857146,99.98
671,18593057,2014-02-07,32,1158720,7.0,0.0,1040,0,0,41.86799820927168,95.0,77.0,36.32656118625911,10.0,17.0,3.0,28.571428571428573,99.98
673,18594798,2014-02-07,34,1158720,70.0,0.0,1040,0,0,41.952225759543325,103.0,7.0,25.62179132059602,7.0,10.0,11.0,23.857142857142858,99.98
675,18595365,2014-02-07,35,1158720,55.0,0.0,1040,0,0,41.99117433936559,50.0,17.0,26.525818509878764,70.0,7.0,22.0,24.571428571428573,99.98
677,18596257,2014-02-07,36,1158720,31.0,0.0,1040,0,0,41.95846251097461,7.0,90.0,25.40341184434312,55.0,70.0,20.0,28.0,99.98
680,18637741,2014-02-08,24,1158720,8.0,0.0,1040,0,0,41.85769555990348,6.0,50.0,25.124452138068094,31.0,55.0,106.0,28.285714285714285,99.98
682,18639857,2014-02-08,26,1158720,2.0,0.0,1040,0,0,41.73977338369074,17.0,42.0,26.829266180973026,8.0,31.0,73.0,26.142857142857142,99.98
684,18640959,2014-02-08,27,1158720,6.0,0.0,1040,0,0,41.63434632356186,10.0,1.0,27.26937930388271,2.0,8.0,13.0,25.571428571428573,99.98
686,18642100,2014-02-08,28,1158720,250.0,0.0,1040,0,0,42.24718648143374,7.0,13.0,87.60653378547025,6.0,2.0,11.0,60.285714285714285,99.98
687,18642935,2014-02-08,30,1158720,38.0,0.0,1040,0,0,42.23473138911282,70.0,3.0,87.84970932548045,250.0,6.0,23.0,55.71428571428572,99.98
689,18644692,2014-02-08,32,1158720,12.0,0.0,1040,0,0,42.14632574177623,55.0,11.0,89.39772022234325,38.0,250.0,2.0,49.57142857142857,99.98
691,18646599,2014-02-08,34,1158720,107.0,0.0,1040,0,0,42.33540350929292,31.0,91.0,91.35983279110698,12.0,38.0,3.0,60.42857142857143,99.98
693,18647307,2014-02-08,35,1158720,23.0,0.0,1040,0,0,42.27919594095195,8.0,9.0,90.09228073269664,107.0,12.0,827.0,62.57142857142857,99.98
695,18648301,2014-02-08,36,1158720,21.0,0.0,1040,0,0,42.21751711213759,2.0,21.0,88.23021834140164,23.0,107.0,14.0,65.28571428571429,99.98
698,18689688,2014-02-09,24,1158720,7.0,0.0,1040,0,0,42.11573238059962,6.0,64.0,88.11896720316437,21.0,23.0,13.0,65.42857142857143,99.98
700,18691619,2014-02-09,26,1158720,10.0,0.0,1040,0,0,42.02317983771605,250.0,25.0,35.040113067875545,7.0,21.0,80.0,31.142857142857142,99.98
